,,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-12,CNL-12,CNL-12,CNL-13,CNL-13,CNL-13,CNL-13,CNL-13,CNL-13,CNL-16,CNL-16,CNL-16,CNL-16,CNL-2,CNL-2,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-4,CNL-4,CNL-4,CNL-4,CNL-4,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-6,CNL-6,CNL-6,CNL-6,CNL-8,CNL-8,CNL-8,CNL-8,CNL-8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL13,CNL9,CNL9,CNL9,CNL9,CNL9,CNL9,CNL9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,NRC0,NRC1,NRC2,NRC3,NRC4a,NRC4b,NRC4c,NRC5,NRC6,NRC7,NRCn,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL
CNL9,Solyc04g008130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651134,,,,,,,2531669,2528070,2508070,,,,,,,,,,,,,,,,,,,,,,,,17012611,18992672,,844401,902348,830796,1230346,1217873,924833,902362,835717,825962,908768,,,,,,,,,,,,,,,,,,1456023,,,,,,,,1449019,,,,,,,,,,10506978,10501213,,,,,,,,1010126,42194,38199,28384,3,0,16041,50198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62202719,53071411,48259082,2538078,821724,819818,,,,,,,,,,,,,,,,,,,,,,,,,1020397,1037624,1068864,1047385,18080,3578254,,,,,3595671,,,,,,,,,,,,,,,,,19901919,4116163,,,,,,,,,776134,,,,,,,,52665026,,,
CNL9,Solyc04g008120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635093,,,,,,,2547710,2544111,2524111,,,,,,,,,,,,,,,,,,,,,,,,17028652,19008713,,860442,918389,846837,1246387,1233914,940874,918403,851758,842003,924809,,,,,,,,,,,,,,,,,,1439982,,,,,,,,1432978,,,,,,,,,,10523019,10517254,,,,,,,,994085,58235,54240,44425,16038,16041,0,66239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62218760,53087452,48275123,2554119,837765,835859,,,,,,,,,,,,,,,,,,,,,,,,,1004356,1021583,1052823,1031344,34121,3594295,,,,,3611712,,,,,,,,,,,,,,,,,19917960,4132204,,,,,,,,,760093,,,,,,,,52681067,,,
CNL9,Solyc04g008200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701332,,,,,,,2481471,2477872,2457872,,,,,,,,,,,,,,,,,,,,,,,,16962413,18942474,,794203,852150,780598,1180148,1167675,874635,852164,785519,775764,858570,,,,,,,,,,,,,,,,,,1506221,,,,,,,,1499217,,,,,,,,,,10456780,10451015,,,,,,,,1060324,8004,11999,21814,50201,50198,66239,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62152521,53021213,48208884,2487880,771526,769620,,,,,,,,,,,,,,,,,,,,,,,,,1070595,1087822,1119062,1097583,32118,3528056,,,,,3545473,,,,,,,,,,,,,,,,,19851721,4065965,,,,,,,,,826332,,,,,,,,52614828,,,
ND,Solyc12g096880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63885663,,63894196,,,,,,,,,,,65982990,63913593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6627816,,6683066,,60202605,,,6720235,,,,,,,,,,,,,,,,,,13797,,808515,,,,,,,,,0,,,,,5018,,,,59179537,,,,,,,,,,,,,,63000647,,,,,59271697,59196361,,14263444,,58934,,56480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66014572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc09g059830,,,,,,,,,,,,,,,,,,,,,,,,,,,16176482,16135197,16099122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15527833,42773378,15507238,15515426,15497436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,56171867,5861169,4888374,,7027,5871540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55135102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15596017,,
ND,Solyc09g005290,,,,,,,,,,,,,,,,,,,,,,,,,,,72348349,72307064,72270989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71699700,13398489,71679105,71687293,71669303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56171867,0,62033036,61060241,,56178894,62043407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71767884,,
ND,Solyc09g064680,,,,,,,,,,,,,,,,,,,,,,,,,,,10315313,10274028,10237953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9666664,48634547,9646069,9654257,9636267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5861169,62033036,0,972795,,5854142,10371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60996271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9734848,,
ND,Solyc09g063040,,,,,,,,,,,,,,,,,,,,,,,,,,,11288108,11246823,11210748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10639459,47661752,10618864,10627052,10609062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4888374,61060241,972795,0,,4881347,983166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60023476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10707643,,
ND,Solyc12g096900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63890681,,63899214,,,,,,,,,,,65988008,63918611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6632834,,6688084,,60207623,,,6725253,,,,,,,,,,,,,,,,,,8779,,813533,,,,,,,,,5018,,,,,0,,,,59184555,,,,,,,,,,,,,,63005665,,,,,59276715,59201379,,14268462,,53916,,51462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66019590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc09g059840,,,,,,,,,,,,,,,,,,,,,,,,,,,16169455,16128170,16092095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15520806,42780405,15500211,15508399,15490409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7027,56178894,5854142,4881347,,0,5864513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55142129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15588990,,
ND,Solyc09g064690,,,,,,,,,,,,,,,,,,,,,,,,,,,10304942,10263657,10227582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9656293,48644918,9635698,9643886,9625896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5871540,62043407,10371,983166,,5864513,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61006642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9724477,,
ND,Solyc11g064770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40045684,49020768,49015953,,48965100,48960148,,40047942,,,,,,,,,,,,,,,,,,,,,,,,,4992475,4354283,,4621083,,,,,,,,,,,,,,,,,,,48173990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,16341332,1477257,3199899,4363678,4618836,4669543,4973925,43098284,5388730,5647414,,,,,1475377,,,,,,,,16286391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3672450,,,,,,,,,,,,,,,,,,,,,,,,,46040366,45812154,,,,897819,,,46031574,
ND,Solyc12g017810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4706126,,4714659,,,,,,,,,,,6803453,4734056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52551721,,52496471,,1023068,,,52459302,,,,,,,,,,,,,,,,,,59193334,,58371022,,,,,,,,,59179537,,,,,59184555,,,,0,,,,,,,,,,,,,,3821110,,,,,92160,16824,,44916093,,59238471,,59236017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6835035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc11g043100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23704352,32679436,32674621,,32623768,32618816,,23706610,,,,,,,,,,,,,,,,,,,,,,,,,21333807,20695615,,20962415,,,,,,,,,,,,,,,,,,,31832658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16341332,,0,17818589,19541231,20705010,20960168,21010875,21315257,26756952,21730062,21988746,,,,,17816709,,,,,,,,54941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20013782,,,,,,,,,,,,,,,,,,,,,,,,,29699034,29470822,,,,15443513,,,29690242,
ND,Solyc11g065800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41522941,50498025,50493210,,50442357,50437405,,41525199,,,,,,,,,,,,,,,,,,,,,,,,,3515218,2877026,,3143826,,,,,,,,,,,,,,,,,,,49651247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477257,,17818589,0,1722642,2886421,3141579,3192286,3496668,44575541,3911473,4170157,,,,,1880,,,,,,,,17763648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2195193,,,,,,,,,,,,,,,,,,,,,,,,,47517623,47289411,,,,2375076,,,47508831,
ND,Solyc11g068360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43245583,52220667,52215852,,52164999,52160047,,43247841,,,,,,,,,,,,,,,,,,,,,,,,,1792576,1154384,,1421184,,,,,,,,,,,,,,,,,,,51373889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3199899,,19541231,1722642,0,1163779,1418937,1469644,1774026,46298183,2188831,2447515,,,,,1724522,,,,,,,,19486290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472551,,,,,,,,,,,,,,,,,,,,,,,,,49240265,49012053,,,,4097718,,,49231473,
ND,Solyc11g069660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44409362,53384446,53379631,,53328778,53323826,,44411620,,,,,,,,,,,,,,,,,,,,,,,,,628797,9395,,257405,,,,,,,,,,,,,,,,,,,52537668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4363678,,20705010,2886421,1163779,0,255158,305865,610247,47461962,1025052,1283736,,,,,2888301,,,,,,,,20650069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691228,,,,,,,,,,,,,,,,,,,,,,,,,50404044,50175832,,,,5261497,,,50395252,
ND,Solyc11g069920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44664520,53639604,53634789,,53583936,53578984,,44666778,,,,,,,,,,,,,,,,,,,,,,,,,373639,264553,,2247,,,,,,,,,,,,,,,,,,,52792826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4618836,,20960168,3141579,1418937,255158,0,50707,355089,47717120,769894,1028578,,,,,3143459,,,,,,,,20905227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946386,,,,,,,,,,,,,,,,,,,,,,,,,50659202,50430990,,,,5516655,,,50650410,
ND,Solyc11g069990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44715227,53690311,53685496,,53634643,53629691,,44717485,,,,,,,,,,,,,,,,,,,,,,,,,322932,315260,,48460,,,,,,,,,,,,,,,,,,,52843533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4669543,,21010875,3192286,1469644,305865,50707,0,304382,47767827,719187,977871,,,,,3194166,,,,,,,,20955934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997093,,,,,,,,,,,,,,,,,,,,,,,,,50709909,50481697,,,,5567362,,,50701117,
ND,Solyc11g071390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45019609,53994693,53989878,,53939025,53934073,,45021867,,,,,,,,,,,,,,,,,,,,,,,,,18550,619642,,352842,,,,,,,,,,,,,,,,,,,53147915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4973925,,21315257,3496668,1774026,610247,355089,304382,0,48072209,414805,673489,,,,,3498548,,,,,,,,21260316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1301475,,,,,,,,,,,,,,,,,,,,,,,,,51014291,50786079,,,,5871744,,,51005499,
ND,Solyc11g013750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3052600,5922484,5917669,,5866816,5861864,,3050342,,,,,,,,,,,,,,,,,,,,,,,,,48090759,47452567,,47719367,,,,,,,,,,,,,,,,,,,5075706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43098284,,26756952,44575541,46298183,47461962,47717120,47767827,48072209,0,48487014,48745698,,,,,44573661,,,,,,,,26811893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46770734,,,,,,,,,,,,,,,,,,,,,,,,,2942082,2713870,,,,42200465,,,2933290,
ND,Solyc11g071995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45434414,54409498,54404683,,54353830,54348878,,45436672,,,,,,,,,,,,,,,,,,,,,,,,,396255,1034447,,767647,,,,,,,,,,,,,,,,,,,53562720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5388730,,21730062,3911473,2188831,1025052,769894,719187,414805,48487014,0,258684,,,,,3913353,,,,,,,,21675121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716280,,,,,,,,,,,,,,,,,,,,,,,,,51429096,51200884,,,,6286549,,,51420304,
ND,Solyc11g072350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45693098,54668182,54663367,,54612514,54607562,,45695356,,,,,,,,,,,,,,,,,,,,,,,,,654939,1293131,,1026331,,,,,,,,,,,,,,,,,,,53821404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5647414,,21988746,4170157,2447515,1283736,1028578,977871,673489,48745698,258684,0,,,,,4172037,,,,,,,,21933805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974964,,,,,,,,,,,,,,,,,,,,,,,,,51687780,51459568,,,,6545233,,,51678988,
ND,Solyc10g086590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742797,10284122,,,,,,,,,,,,14122168,,,,,,,,,,,,,,,,,,,,,,,,,,,,9225852,,5973926,9110342,9148794,,9177316,,,,,,,,,9256305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,504791,7232955,,,9372500,9403247,13884655,,,60531409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63166722,,24988825,,,,,,,,,,63162040,,,,63155398,,,,,,,,,,,,,,,,,,,,60652509,,,,,,,,,,,,,,,,
ND,Solyc10g085780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238006,9779331,,,,,,,,,,,,13617377,,,,,,,,,,,,,,,,,,,,,,,,,,,,8721061,,5469135,8605551,8644003,,8672525,,,,,,,,,8751514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504791,0,6728164,,,8867709,8898456,13379864,,,60026618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62661931,,24484034,,,,,,,,,,62657249,,,,62650607,,,,,,,,,,,,,,,,,,,,60147718,,,,,,,,,,,,,,,,
ND,Solyc10g074640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6490158,3051167,,,,,,,,,,,,6889213,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992897,,1259029,1877387,1915839,,1944361,,,,,,,,,2023350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7232955,6728164,0,,,2139545,2170292,6651700,,,53298454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55933767,,17755870,,,,,,,,,,55929085,,,,55922443,,,,,,,,,,,,,,,,,,,,53419554,,,,,,,,,,,,,,,,
ND,Solyc12g010660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885016,,893549,,,,,,,,,,,2982343,912946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56372831,,56317581,,2798042,,,56280412,,,,,,,,,,,,,,,,,,63014444,,62192132,,,,,,,,,63000647,,,,,63005665,,,,3821110,,,,,,,,,,,,,,0,,,,,3728950,3804286,,48737203,,63059581,,63057127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc11g065780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41521061,50496145,50491330,,50440477,50435525,,41523319,,,,,,,,,,,,,,,,,,,,,,,,,3517098,2878906,,3145706,,,,,,,,,,,,,,,,,,,49649367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475377,,17816709,1880,1724522,2888301,3143459,3194166,3498548,44573661,3913353,4172037,,,,,0,,,,,,,,17761768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2197073,,,,,,,,,,,,,,,,,,,,,,,,,47515743,47287531,,,,2373196,,,47506951,
ND,Solyc10g054970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8629703,911622,,,,,,,,,,,,4749668,,,,,,,,,,,,,,,,,,,,,,,,,,,,146648,,3398574,262158,223706,,195184,,,,,,,,,116195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9372500,8867709,2139545,,,0,30747,4512155,,,51158909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53794222,,15616325,,,,,,,,,,53789540,,,,53782898,,,,,,,,,,,,,,,,,,,,51280009,,,,,,,,,,,,,,,,
ND,Solyc10g054940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8660450,880875,,,,,,,,,,,,4718921,,,,,,,,,,,,,,,,,,,,,,,,,,,,177395,,3429321,292905,254453,,225931,,,,,,,,,146942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9403247,8898456,2170292,,,30747,0,4481408,,,51128162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53763475,,15585578,,,,,,,,,,53758793,,,,53752151,,,,,,,,,,,,,,,,,,,,51249262,,,,,,,,,,,,,,,,
ND,Solyc10g051170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13141858,3600533,,,,,,,,,,,,237513,,,,,,,,,,,,,,,,,,,,,,,,,,,,4658803,,7910729,4774313,4735861,,4707339,,,,,,,,,4628350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884655,13379864,6651700,,,4512155,4481408,0,,,46646754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49282067,,11104170,,,,,,,,,,49277385,,,,49270743,,,,,,,,,,,,,,,,,,,,46767854,,,,,,,,,,,,,,,,
ND,Solyc12g017730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4613966,,4622499,,,,,,,,,,,6711293,4641896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52643881,,52588631,,930908,,,52551462,,,,,,,,,,,,,,,,,,59285494,,58463182,,,,,,,,,59271697,,,,,59276715,,,,92160,,,,,,,,,,,,,,3728950,,,,,0,75336,,45008253,,59330631,,59328177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6742875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc12g017800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4689302,,4697835,,,,,,,,,,,6786629,4717232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52568545,,52513295,,1006244,,,52476126,,,,,,,,,,,,,,,,,,59210158,,58387846,,,,,,,,,59196361,,,,,59201379,,,,16824,,,,,,,,,,,,,,3804286,,,,,75336,0,,44932917,,59255295,,59252841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6818211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc10g012330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59788612,50247287,,,,,,,,,,,,46409241,,,,,,,,,,,,,,,,,,,,,,,,,,,,51305557,,54557483,51421067,51382615,,51354093,,,,,,,,,51275104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60531409,60026618,53298454,,,51158909,51128162,46646754,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2635313,,35542584,,,,,,,,,,2630631,,,,2623989,,,,,,,,,,,,,,,,,,,,121100,,,,,,,,,,,,,,,,
ND,Solyc12g038900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49622219,,49630752,,,,,,,,,,,51719546,49650149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7635628,,7580378,,45939161,,,7543209,,,,,,,,,,,,,,,,,,14277241,,13454929,,,,,,,,,14263444,,,,,14268462,,,,44916093,,,,,,,,,,,,,,48737203,,,,,45008253,44932917,,0,,14322378,,14319924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51751128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc11g043070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23759293,32734377,32729562,,32678709,32673757,,23761551,,,,,,,,,,,,,,,,,,,,,,,,,21278866,20640674,,20907474,,,,,,,,,,,,,,,,,,,31887599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16286391,,54941,17763648,19486290,20650069,20905227,20955934,21260316,26811893,21675121,21933805,,,,,17761768,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19958841,,,,,,,,,,,,,,,,,,,,,,,,,29753975,29525763,,,,15388572,,,29745183,
ND,Solyc12g097010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63944597,,63953130,,,,,,,,,,,66041924,63972527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6686750,,6742000,,60261539,,,6779169,,,,,,,,,,,,,,,,,,45137,,867449,,,,,,,,,58934,,,,,53916,,,,59238471,,,,,,,,,,,,,,63059581,,,,,59330631,59255295,,14322378,,0,,2454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66073506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
